Timestamps, W/m2 Solar Radiation, mm Precipitation, Lightning Activity, km Lightning Distance, degrees Wind Direction, m/s Wind Speed, m/s Gust Speed, degree_C Air Temperature, kPa Vapor Pressure, kPa Atmospheric Pressure, degrees X-axis Level, degrees Y-axis Level, mm/h Max Precip Rate, degree_C RH Sensor Temp, kPa VPD, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, degree_C Soil Temperature, degree_C 5 cm Soil Temperature 1, degree_C 10 cm Soil Temperature 2, degree_C 20 cm Soil Temperature 3, degree_C 30 cm Soil Temperature 4, degree_C 50 cm Soil Temperature 5, degree_C 100 cm Soil Temperature 6,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
04/28/2025 09:50:00 PM,0,0,0,0,283,5.45,7.63,10.3,0.614,92.63,-1.6,1.4,0,10.2,0.64,0.304,8.7,0.928,0.362,8.7,1.075,-2128.6,7.9,9.58,9.28,8.95,8.84,8.04,4.92,100,8349,92.61,9.8
04/28/2025 09:55:00 PM,0,0,0,0,281,4.41,8.15,10,0.61,92.63,-0.9,0.8,0,10.2,0.62,0.304,8.7,0.931,0.362,8.7,1.072,-2119.8,7.8,9.26,8.96,8.59,8.77,8.03,4.93,100,8346,92.61,9.6
04/28/2025 10:00:00 PM,0,0,0,0,283,5.64,8.76,10.1,0.61,92.64,-2.1,1.4,0,10,0.63,0.305,8.6,0.929,0.362,8.7,1.075,-2100.4,7.7,9.22,8.84,8.45,8.67,8.05,4.92,100,8346,92.61,9.4
04/28/2025 10:05:00 PM,0,0,0,0,279,5.87,9.21,10.2,0.61,92.63,-1.1,1.6,0,9.9,0.63,0.304,8.5,0.934,0.362,8.6,1.073,-2098,7.6,9.28,8.88,8.49,8.6,8.06,4.93,100,8348,92.61,9.3
04/28/2025 10:10:00 PM,0,0,0,0,276,5.76,8.83,10.1,0.61,92.63,-1.4,0.9,0,9.9,0.63,0.305,8.4,0.936,0.362,8.6,1.073,-2109.6,7.5,9.28,8.9,8.53,8.55,8.07,4.92,100,8342,92.6,9.3
04/28/2025 10:15:00 PM,0,0,0,0,282,5.94,9.69,10,0.61,92.63,-3.4,-0.2,0,9.8,0.62,0.305,8.4,0.934,0.362,8.6,1.075,-2110.5,7.5,9.18,8.83,8.45,8.53,8.07,4.92,100,8343,92.6,9.2
04/28/2025 10:20:00 PM,0,0,0,0,283,6.39,9.71,10,0.61,92.64,-1.4,1.9,0,9.8,0.62,0.305,8.4,0.934,0.362,8.6,1.073,-2148.8,7.4,9.2,8.84,8.46,8.46,8.08,4.92,100,8343,92.61,9.2
04/28/2025 10:25:00 PM,0,0,0,0,281,5.56,9.32,9.9,0.61,92.64,-1.9,0.1,0,9.8,0.61,0.305,8.3,0.936,0.362,8.5,1.071,-2147.8,7.4,9.12,8.76,8.39,8.4,8.08,4.92,100,8342,92.61,9.1
04/28/2025 10:30:00 PM,0,0,0,0,285,6.08,9.46,10,0.61,92.64,-1.5,1.4,0,9.8,0.62,0.305,8.3,0.932,0.362,8.5,1.076,-2147.3,7.3,9.13,8.75,8.36,8.36,8.08,4.92,100,8342,92.62,9
04/28/2025 10:35:00 PM,0,0,0,0,292,5.32,7.3,9.8,0.61,92.64,-0.8,1.5,0,9.7,0.6,0.305,8.2,0.934,0.362,8.5,1.073,-2137.4,7.3,8.93,8.57,8.19,8.31,8.08,4.92,100,8342,92.61,9
04/28/2025 10:40:00 PM,0,0,0,0,281,5.04,9.72,9.6,0.608,92.64,-1,1.9,0,9.6,0.59,0.305,8.2,0.93,0.362,8.5,1.071,-2104.2,7.2,8.81,8.44,8.04,8.25,8.09,4.93,100,8339,92.61,8.9
04/28/2025 10:45:00 PM,0,0,0,0,287,4.96,7.93,9.6,0.61,92.64,-0.4,1.5,0,9.5,0.58,0.305,8.1,0.937,0.362,8.4,1.068,-2102.3,7.1,8.63,8.23,7.8,8.18,8.08,4.92,100,8340,92.62,8.7
04/28/2025 10:50:00 PM,0,0,0,0,292,4.55,6.85,9.5,0.608,92.64,-1.8,1.1,0,9.4,0.58,0.305,8.1,0.935,0.362,8.4,1.068,-2128.1,7,8.58,8.17,7.71,8.1,8.1,4.93,100,8342,92.61,8.6
04/28/2025 10:55:00 PM,0,0,0,0,291,4.81,6.96,9.5,0.604,92.64,-2.2,1.5,0,9.3,0.58,0.305,8,0.937,0.362,8.4,1.071,-2135.5,7,8.54,8.14,7.69,8.05,8.09,4.93,100,8339,92.62,8.6
04/28/2025 11:00:00 PM,0,0,0,0,291,4.88,7.15,9.5,0.61,92.64,-1.3,1.1,0,9.3,0.57,0.305,8,0.937,0.362,8.4,1.073,-2125.7,6.9,8.55,8.15,7.68,7.98,8.11,4.93,100,8339,92.62,8.5
04/28/2025 11:05:00 PM,0,0,0,0,301,4.07,5.97,9.3,0.61,92.65,-2,1.2,0,9.3,0.56,0.305,8,0.937,0.362,8.4,1.074,-2121.3,6.9,8.42,8.02,7.57,7.93,8.09,4.92,100,8338,92.62,8.4
04/28/2025 11:10:00 PM,0,0,0,0,294,4.04,6.91,9.2,0.61,92.65,-1.7,1.2,0,9.1,0.55,0.305,7.9,0.937,0.362,8.3,1.074,-2168.2,6.8,8.22,7.81,7.37,7.87,8.1,4.94,100,8337,92.62,8.3
04/28/2025 11:15:00 PM,0,0,0,0,295,3.47,5.49,8.9,0.608,92.65,-1.4,1.7,0,9,0.53,0.305,7.9,0.937,0.362,8.3,1.066,-2148.3,6.8,7.91,7.52,7.05,7.8,8.11,4.92,100,8337,92.63,8.2
04/28/2025 11:20:00 PM,0,0,0,0,297,3.7,5.96,8.9,0.608,92.65,-1.9,1,0,8.8,0.53,0.305,7.8,0.94,0.362,8.3,1.073,-2104.2,6.7,7.84,7.41,6.93,7.71,8.1,4.93,100,8336,92.63,8
04/28/2025 11:25:00 PM,0,0,0,0,298,3.36,4.93,8.9,0.61,92.66,-1.6,1.3,0,8.7,0.53,0.305,7.7,0.936,0.362,8.3,1.074,-2092.2,6.6,7.81,7.39,6.92,7.65,8.11,4.93,100,8336,92.63,7.9
04/28/2025 11:30:00 PM,0,0,0,0,305,3.43,5.51,8.8,0.608,92.66,-1.3,1.2,0,8.6,0.53,0.305,7.7,0.933,0.362,8.2,1.064,-2116.4,6.6,7.71,7.31,6.83,7.55,8.1,4.92,100,8336,92.63,7.8
04/28/2025 11:35:00 PM,0,0,0,0,302,3.11,4.7,8.7,0.608,92.66,-1.6,1.7,0,8.5,0.51,0.305,7.7,0.938,0.362,8.2,1.074,-2085.9,6.5,7.51,7.11,6.61,7.47,8.11,4.93,100,8335,92.63,7.7
04/28/2025 11:40:00 PM,0,0,0,0,295,3.06,5.38,8.4,0.602,92.66,-1.8,1.2,0,8.4,0.5,0.305,7.6,0.94,0.362,8.2,1.069,-2123.7,6.4,7.26,6.88,6.37,7.4,8.11,4.93,100,8333,92.63,7.5
04/28/2025 11:45:00 PM,0,0,0,0,292,3.75,5.51,8.6,0.606,92.66,-1.6,1.7,0,8.3,0.51,0.305,7.5,0.943,0.362,8.2,1.064,-2100.9,6.3,7.31,6.85,6.37,7.31,8.11,4.93,100,8333,92.63,7.4
04/28/2025 11:50:00 PM,0,0,0,0,290,4.47,7.36,8.6,0.602,92.66,-1.4,1.4,0,8.2,0.52,0.305,7.5,0.943,0.362,8.1,1.064,-2112.5,6.3,7.52,7.05,6.58,7.27,8.1,4.93,100,8332,92.63,7.4
04/28/2025 11:55:00 PM,0,0,0,0,300,4.38,6.74,8.7,0.6,92.66,-1.3,1.7,0,8.2,0.52,0.305,7.4,0.943,0.363,8.1,1.064,-2106.2,6.3,7.65,7.22,6.76,7.26,8.11,4.93,100,8333,92.63,7.4
04/29/2025 12:00:00 AM,0,0,0,0,295,4.55,8.13,8.7,0.598,92.66,-1.1,0.8,0,8.2,0.53,0.305,7.4,0.943,0.362,8.1,1.062,-2121.8,6.3,7.7,7.27,6.83,7.26,8.11,4.93,100,8332,92.64,7.4
04/29/2025 12:05:00 AM,0,0,0,0,293,4.24,7.82,8.6,0.6,92.66,-1.9,1.3,0,8.3,0.52,0.305,7.4,0.943,0.362,8.1,1.074,-2093.1,6.3,7.65,7.22,6.8,7.24,8.11,4.93,100,8332,92.64,7.4
04/29/2025 12:10:00 AM,0,0,0,0,295,4.56,7.06,8.7,0.6,92.67,-1.4,1.2,0,8.3,0.52,0.305,7.4,0.943,0.362,8,1.07,-2068.2,6.2,7.64,7.22,6.77,7.21,8.1,4.93,100,8329,92.64,7.4
04/29/2025 12:15:00 AM,0,0,0,0,295,4.55,6.95,8.6,0.598,92.67,-1.2,0.8,0,8.2,0.52,0.305,7.3,0.943,0.362,8,1.065,-2070.1,6.2,7.67,7.24,6.8,7.19,8.11,4.93,100,8329,92.65,7.4
04/29/2025 12:20:00 AM,0,0,0,0,291,3.93,5.63,8.6,0.598,92.68,-1.5,0.5,0,8.3,0.52,0.305,7.3,0.945,0.363,8,1.069,-2065.8,6.2,7.6,7.19,6.74,7.16,8.11,4.93,100,8328,92.65,7.4
04/29/2025 12:25:00 AM,0,0,0,0,296,4.34,7.62,8.6,0.598,92.68,-1.8,1.2,0,8.3,0.52,0.305,7.3,0.946,0.362,8,1.065,-2072,6.1,7.56,7.12,6.65,7.13,8.1,4.93,100,8327,92.65,7.3
04/29/2025 12:30:00 AM,0,0,0,0,293,4.4,6.85,8.5,0.598,92.68,-1.7,1,0,8.3,0.51,0.305,7.3,0.945,0.363,8,1.067,-2074.4,6.1,7.55,7.13,6.66,7.1,8.09,4.93,100,8325,92.66,7.3
04/29/2025 12:35:00 AM,0,0,0,0,291,4.54,7.02,8.5,0.592,92.68,-0.7,1.1,0,8.2,0.52,0.305,7.2,0.946,0.363,8,1.065,-2079.7,6.1,7.41,7,6.53,7.07,8.1,4.93,100,8326,92.66,7.3
04/29/2025 12:40:00 AM,0,0,0,0,292,4.18,6.22,8.4,0.594,92.68,-1.5,0.9,0,8.2,0.51,0.305,7.2,0.946,0.363,7.9,1.07,-2055.4,6,7.35,6.95,6.46,7,8.1,4.94,100,8326,92.66,7.2
04/29/2025 12:45:00 AM,0,0,0,0,295,4.28,6.69,8.4,0.592,92.68,-1.3,1.2,0,8.1,0.51,0.305,7.2,0.944,0.363,7.9,1.065,-2039.4,6,7.36,6.93,6.47,6.96,8.1,4.94,100,8326,92.66,7.2
04/29/2025 12:50:00 AM,0,0,0,0,291,3.7,6.01,8.2,0.592,92.68,-2,1.4,0,8.1,0.49,0.305,7.1,0.946,0.363,7.9,1.07,-2040.8,5.9,7.15,6.78,6.31,6.92,8.1,4.95,100,8323,92.66,7.1
04/29/2025 12:55:00 AM,0,0,0,0,298,3.39,5.5,8.1,0.59,92.68,-1.4,2,0,7.9,0.49,0.305,7.1,0.944,0.363,7.9,1.07,-2006.3,5.9,6.99,6.59,6.12,6.87,8.09,4.94,100,8326,92.66,7
04/29/2025 01:00:00 AM,0,0,0,0,300,3.28,5.71,7.8,0.59,92.69,-1.2,1.9,0,7.7,0.47,0.305,7.1,0.946,0.363,7.8,1.068,-1998.5,5.8,6.73,6.32,5.84,6.8,8.09,4.94,100,8323,92.66,6.8
04/29/2025 01:05:00 AM,0,0,0,0,296,3.62,5.48,7.9,0.59,92.69,-1.9,1.5,0,7.7,0.48,0.305,7,0.947,0.363,7.8,1.07,-2008.6,5.8,6.79,6.33,5.84,6.73,8.09,4.94,100,8323,92.66,6.8
04/29/2025 01:10:00 AM,0,0,0,0,297,3.88,6.47,7.9,0.59,92.69,-1.7,1.2,0,7.6,0.47,0.305,7,0.949,0.363,7.8,1.07,-2014.6,5.7,6.77,6.32,5.84,6.69,8.08,4.94,100,8323,92.67,6.7
04/29/2025 01:15:00 AM,0,0,0,0,293,4.73,8.16,8,0.59,92.69,-1.7,1.5,0,7.6,0.49,0.305,6.9,0.947,0.363,7.8,1.07,-2017.4,5.7,6.96,6.46,6,6.65,8.08,4.94,100,8323,92.66,6.7
04/29/2025 01:20:00 AM,0,0,0,0,295,4.02,5.31,7.9,0.59,92.69,-1.1,1.1,0,7.6,0.47,0.305,6.9,0.947,0.363,7.7,1.07,-2024.9,5.7,6.91,6.47,6.03,6.64,8.08,4.93,100,8322,92.66,6.7
04/29/2025 01:25:00 AM,0,0,0,0,297,4.03,5.82,7.9,0.59,92.69,-1.7,1.3,0,7.5,0.48,0.305,6.9,0.947,0.363,7.7,1.07,-2005.4,5.7,6.89,6.46,6.01,6.63,8.08,4.94,100,8321,92.67,6.7
04/29/2025 01:30:00 AM,0,0,0,0,295,3.42,4.96,7.8,0.584,92.69,-1.7,1.6,0,7.5,0.47,0.305,6.9,0.947,0.363,7.7,1.068,-1964.2,5.6,6.76,6.33,5.87,6.6,8.08,4.94,100,8321,92.67,6.6
04/29/2025 01:35:00 AM,0,0,0,0,297,4.32,7.51,8,0.588,92.7,-1.3,1.1,0,7.5,0.48,0.305,6.8,0.947,0.363,7.7,1.068,-1960.2,5.6,6.8,6.33,5.85,6.52,8.08,4.95,100,8320,92.67,6.5
04/29/2025 01:40:00 AM,0,0,0,0,289,4.39,5.53,7.9,0.59,92.7,-1.5,1.9,0,7.4,0.48,0.305,6.8,0.947,0.363,7.7,1.068,-1914.2,5.6,6.8,6.34,5.88,6.49,8.07,4.94,100,8322,92.67,6.5
04/29/2025 01:45:00 AM,0,0,0,0,286,3.78,6.31,7.6,0.582,92.7,-2.1,1.7,0,7.5,0.46,0.305,6.8,0.949,0.363,7.6,1.068,-1913.8,5.5,6.64,6.21,5.75,6.45,8.05,4.94,100,8320,92.68,6.5
04/29/2025 01:50:00 AM,0,0,0,0,291,4.35,6.67,7.8,0.58,92.7,-1.9,1.2,0,7.3,0.47,0.305,6.7,0.947,0.363,7.6,1.068,-1906.8,5.5,6.66,6.18,5.74,6.42,8.05,4.94,100,8320,92.68,6.4
04/29/2025 01:55:00 AM,0,0,0,0,291,4.76,8.34,7.9,0.582,92.71,-1.4,0.9,0,7.4,0.48,0.305,6.7,0.945,0.363,7.6,1.068,-1921.3,5.4,6.75,6.29,5.83,6.39,8.05,4.94,100,8317,92.68,6.4
04/29/2025 02:00:00 AM,0,0,0,0,293,5,8.55,7.9,0.582,92.71,-2.1,1.4,0,7.4,0.48,0.305,6.7,0.947,0.363,7.6,1.068,-1927.1,5.4,6.8,6.34,5.87,6.38,8.05,4.94,100,8320,92.68,6.4
04/29/2025 02:05:00 AM,0,0,0,0,294,5.11,7.85,7.9,0.58,92.71,-1.6,1.3,0,7.4,0.48,0.305,6.7,0.945,0.363,7.5,1.068,-1938.2,5.4,6.93,6.49,6.07,6.39,8.04,4.94,100,8317,92.69,6.5
04/29/2025 02:10:00 AM,0,0,0,0,301,5.05,8.66,7.9,0.58,92.71,-2.1,0.4,0,7.5,0.49,0.305,6.7,0.945,0.363,7.5,1.068,-1904.6,5.4,6.97,6.56,6.09,6.39,8.05,4.94,100,8320,92.69,6.6
04/29/2025 02:15:00 AM,0,0,0,0,297,5.12,7.09,7.9,0.58,92.71,-1.8,1.2,0,7.5,0.48,0.305,6.7,0.945,0.363,7.5,1.068,-1891,5.4,6.99,6.56,6.11,6.38,8.03,4.94,100,8317,92.69,6.6
04/29/2025 02:20:00 AM,0,0,0,0,298,5.11,8.41,7.9,0.58,92.71,-2,1.6,0,7.5,0.48,0.305,6.7,0.945,0.363,7.5,1.068,-1852.2,5.4,7.01,6.58,6.14,6.39,8.03,4.94,100,8319,92.69,6.6
04/29/2025 02:25:00 AM,0,0,0,0,298,4.93,7.42,7.8,0.58,92.71,-1.1,1.2,0,7.5,0.48,0.305,6.7,0.947,0.363,7.5,1.066,-1835.7,5.4,6.95,6.53,6.09,6.37,8.03,4.95,100,8317,92.69,6.6
04/29/2025 02:30:00 AM,0,0,0,0,298,5.55,9.26,7.9,0.58,92.71,-1.8,1.7,0,7.5,0.48,0.305,6.7,0.945,0.363,7.4,1.064,-1812.2,5.4,6.98,6.57,6.12,6.35,8.01,4.94,100,8314,92.69,6.6
04/29/2025 02:35:00 AM,0,0,0,0,301,5.26,7.99,7.8,0.58,92.71,-1.4,1.3,0,7.5,0.48,0.305,6.6,0.943,0.363,7.4,1.059,-1797.6,5.4,7.01,6.58,6.15,6.35,8.01,4.94,100,8316,92.69,6.6
04/29/2025 02:40:00 AM,0,0,0,0,301,5.27,8,7.8,0.58,92.71,-1.2,1.1,0,7.5,0.47,0.305,6.6,0.941,0.363,7.4,1.061,-1797.6,5.4,6.93,6.52,6.1,6.33,8.01,4.95,100,8317,92.69,6.6
04/29/2025 02:45:00 AM,0,0,0,0,302,5.14,8.53,7.7,0.574,92.72,-2.3,1.1,0,7.4,0.48,0.305,6.6,0.941,0.363,7.4,1.066,-1756.7,5.4,6.88,6.49,6.04,6.31,8.01,4.95,100,8314,92.69,6.6
04/29/2025 02:50:00 AM,0,0,0,0,297,4.62,7.41,7.7,0.572,92.72,-2.1,0.6,0,7.4,0.48,0.306,6.6,0.941,0.363,7.4,1.066,-1763.2,5.4,6.82,6.43,5.99,6.3,8.01,4.95,100,8314,92.69,6.6
04/29/2025 02:55:00 AM,0,0,0,0,295,4.94,7.92,7.7,0.572,92.72,-2.4,0.7,0,7.4,0.48,0.305,6.6,0.943,0.363,7.4,1.066,-1738.2,5.3,6.81,6.39,5.94,6.27,7.98,4.94,100,8316,92.7,6.6
04/29/2025 03:00:00 AM,0,0,0,0,296,5.11,8.04,7.7,0.57,92.72,-1.6,1.8,0,7.3,0.48,0.305,6.6,0.946,0.363,7.3,1.066,-1721.9,5.3,6.76,6.36,5.9,6.24,8,4.95,100,8314,92.7,6.6
04/29/2025 03:05:00 AM,0,0,0,0,299,4.97,7.77,7.7,0.57,92.72,-1.2,1.5,0,7.3,0.48,0.305,6.5,0.946,0.363,7.3,1.066,-1704.1,5.3,6.76,6.35,5.89,6.23,7.98,4.95,100,8316,92.7,6.5
04/29/2025 03:10:00 AM,0,0,0,0,295,4.9,7.96,7.7,0.57,92.72,-1.7,1,0,7.3,0.48,0.305,6.5,0.948,0.363,7.3,1.064,-1687.3,5.3,6.74,6.33,5.88,6.22,7.97,4.94,100,8314,92.7,6.5
04/29/2025 03:15:00 AM,0,0,0,0,296,4.49,7.08,7.6,0.57,92.73,-2.1,1.4,0,7.3,0.47,0.305,6.5,0.946,0.363,7.3,1.069,-1698.6,5.2,6.69,6.27,5.81,6.2,7.97,4.95,100,8314,92.7,6.5
04/29/2025 03:20:00 AM,0,0,0,0,292,5.16,8.63,7.7,0.568,92.73,-1.8,0.9,0,7.3,0.48,0.305,6.5,0.942,0.363,7.3,1.069,-1677.6,5.2,6.71,6.28,5.83,6.17,7.97,4.95,100,8312,92.71,6.4
04/29/2025 03:25:00 AM,0,0,0,0,292,4.9,8.52,7.6,0.568,92.73,-1.7,1.1,0,7.3,0.47,0.305,6.5,0.946,0.363,7.3,1.066,-1681.1,5.2,6.7,6.28,5.85,6.16,7.97,4.95,100,8311,92.71,6.4
04/29/2025 03:30:00 AM,0,0,0,0,290,4.52,7.23,7.5,0.56,92.73,-2,2.4,0,7.2,0.48,0.306,6.4,0.942,0.363,7.2,1.064,-1647.4,5.2,6.51,6.11,5.67,6.13,7.96,4.95,100,8310,92.71,6.4
04/29/2025 03:35:00 AM,0,0,0,0,290,4.33,6.91,7.5,0.56,92.74,-1.9,0.5,0,7.2,0.48,0.306,6.4,0.942,0.363,7.2,1.062,-1594.8,5.2,6.51,6.06,5.61,6.08,7.95,4.95,100,8311,92.71,6.3
04/29/2025 03:40:00 AM,0,0,0,0,291,5.55,7.28,7.5,0.56,92.74,-1.2,2.2,0,7.2,0.48,0.306,6.4,0.942,0.363,7.2,1.067,-1599.9,5.1,6.54,6.08,5.64,6.03,7.95,4.95,100,8311,92.72,6.3
04/29/2025 03:45:00 AM,0,0,0,0,289,5.24,7.41,7.5,0.556,92.73,-1,1.1,0,7.1,0.48,0.305,6.4,0.946,0.363,7.2,1.062,-1602.1,5.1,6.57,6.13,5.7,6,7.94,4.96,100,8311,92.71,6.3
04/29/2025 03:50:00 AM,0,0,0,0,288,5.22,8.03,7.4,0.55,92.74,-1.8,1.5,0,7.1,0.48,0.306,6.3,0.944,0.363,7.2,1.061,-1579,5.1,6.48,6.06,5.64,6,7.94,4.95,100,8309,92.72,6.2
04/29/2025 03:55:00 AM,0,0,0,0,287,5.11,8.36,7.4,0.55,92.74,-1.7,1,0,7.1,0.48,0.306,6.3,0.944,0.363,7.1,1.064,-1579.4,5,6.45,6.03,5.6,5.97,7.93,4.96,100,8310,92.72,6.2
04/29/2025 04:00:00 AM,0,0,0,0,287,5.08,7.39,7.3,0.55,92.74,-2.1,1.6,0,7.1,0.48,0.306,6.3,0.944,0.363,7.1,1.067,-1549.2,5,6.39,5.94,5.5,5.95,7.92,4.96,100,8310,92.72,6.2
04/29/2025 04:05:00 AM,0,0,0,0,285,4.51,7.79,7.3,0.542,92.75,-2,1.4,0,7,0.48,0.306,6.3,0.94,0.363,7.1,1.064,-1536.7,5,6.31,5.86,5.43,5.92,7.91,4.96,100,8310,92.72,6.1
04/29/2025 04:10:00 AM,0,0,0,0,290,4.7,6.71,7.2,0.54,92.75,-1.6,1.8,0,6.9,0.48,0.306,6.2,0.947,0.363,7.1,1.064,-1519.8,5,6.23,5.76,5.31,5.87,7.91,4.96,100,8308,92.73,6
04/29/2025 04:15:00 AM,0,0,0,0,289,4.2,8.22,7.1,0.536,92.75,-1.8,1,0,6.9,0.47,0.306,6.2,0.945,0.363,7.1,1.062,-1526.1,4.9,6.09,5.65,5.19,5.84,7.91,4.95,100,8250,92.73,6
04/29/2025 04:20:00 AM,0,0,0,0,293,3.93,5.31,7.1,0.53,92.76,-1.9,1.1,0,6.8,0.48,0.306,6.2,0.945,0.363,7.1,1.062,-1519.8,4.9,6.02,5.58,5.11,5.8,7.91,4.96,100,8308,92.73,5.9
04/29/2025 04:25:00 AM,0,0,0,0,292,3.84,6.08,7,0.53,92.76,-1.4,1,0,6.7,0.47,0.306,6.1,0.945,0.363,7,1.062,-1502.1,4.8,5.93,5.45,4.96,5.75,7.91,4.96,100,8305,92.74,5.8
04/29/2025 04:30:00 AM,0,0,0,0,293,3.3,4.73,6.9,0.526,92.77,-1.3,0.7,0,6.7,0.47,0.306,6.1,0.947,0.363,7,1.064,-1474.3,4.8,5.78,5.37,4.88,5.69,7.89,4.96,100,8306,92.74,5.7
04/29/2025 04:35:00 AM,0,0,0,0,287,4.33,7.7,6.9,0.524,92.77,-1.7,1.6,0,6.6,0.47,0.306,6,0.95,0.363,7,1.057,-1462.5,4.7,5.81,5.34,4.87,5.64,7.89,4.96,100,8304,92.75,5.6
04/29/2025 04:40:00 AM,0,0,0,0,287,3.77,6.53,6.8,0.52,92.77,-1.5,1.3,0,6.6,0.47,0.306,6,0.95,0.363,7,1.067,-1459.5,4.7,5.69,5.23,4.79,5.57,7.89,4.96,100,8304,92.75,5.6
04/29/2025 04:45:00 AM,0,0,0,0,283,4.59,7.4,6.9,0.52,92.78,-1.7,1.3,0,6.5,0.47,0.306,6,0.948,0.363,7,1.065,-1440.1,4.6,5.71,5.23,4.77,5.53,7.87,4.95,100,8304,92.75,5.5
04/29/2025 04:50:00 AM,0,0,0,0,287,4.59,6.05,6.8,0.52,92.78,-0.8,0.8,0,6.5,0.47,0.306,5.9,0.945,0.363,6.9,1.055,-1439.4,4.6,5.81,5.33,4.89,5.5,7.86,4.96,100,8304,92.75,5.5
04/29/2025 04:55:00 AM,0,0,0,0,284,3.87,5.37,6.6,0.518,92.78,-1.4,1.2,0,6.5,0.46,0.306,5.9,0.948,0.363,6.9,1.058,-1404.1,4.6,5.66,5.25,4.81,5.5,7.86,4.98,100,8303,92.75,5.5
04/29/2025 05:00:00 AM,0,0,0,0,294,4.33,7.06,6.8,0.52,92.78,-1.1,1.5,0,6.4,0.47,0.306,5.9,0.948,0.363,6.9,1.06,-1394.7,4.6,5.78,5.36,4.88,5.48,7.85,4.96,100,8303,92.76,5.5
04/29/2025 05:05:00 AM,0,0,0,0,288,4.65,6.67,6.9,0.52,92.78,-1.6,1.3,0,6.4,0.47,0.306,5.9,0.948,0.363,6.9,1.063,-1383.2,4.6,5.9,5.46,5.02,5.47,7.84,4.97,100,8302,92.76,5.5
04/29/2025 05:10:00 AM,0.4,0,0,0,290,4.85,6.87,6.9,0.516,92.78,-1.1,1.4,0,6.4,0.48,0.306,5.9,0.948,0.363,6.9,1.062,-1378.8,4.6,6.05,5.6,5.18,5.49,7.84,4.96,100,8300,92.76,5.6
04/29/2025 05:15:00 AM,1,0,0,0,289,5.15,8.08,6.9,0.516,92.78,-1.3,1.2,0,6.5,0.48,0.306,5.9,0.948,0.363,6.9,1.06,-1346.8,4.6,6.19,5.76,5.35,5.5,7.83,4.96,100,8230,92.76,5.6
04/29/2025 05:20:00 AM,2,0,0,0,289,5.09,6.86,6.9,0.518,92.79,-1.2,1.1,0,6.5,0.48,0.306,6,0.945,0.363,6.8,1.06,-1344.9,4.7,6.26,5.87,5.49,5.53,7.83,4.96,100,8304,92.77,5.8
04/29/2025 05:25:00 AM,2.8,0,0,0,288,5.5,9.77,7,0.518,92.79,-1.2,0.8,0,6.5,0.48,0.306,6,0.941,0.363,6.8,1.058,-1320.7,4.7,6.39,6.04,5.7,5.59,7.82,4.96,100,8301,92.77,5.8
04/29/2025 05:30:00 AM,4.2,0,0,0,289,4.87,7.02,6.9,0.52,92.79,-1.5,1.4,0,6.6,0.48,0.306,6,0.938,0.363,6.8,1.058,-1309.8,4.9,6.51,6.22,5.93,5.65,7.81,4.98,100,8300,92.77,6
04/29/2025 05:35:00 AM,6.2,0,0,0,288,5.09,7.32,7,0.52,92.79,-2.7,0.7,0,6.7,0.48,0.306,6.1,0.936,0.363,6.8,1.058,-1291.8,4.9,6.63,6.33,6.09,5.73,7.8,4.97,100,8301,92.78,6.1
04/29/2025 05:40:00 AM,9,0,0,0,290,5.7,7.84,7.1,0.52,92.8,-2.2,1.3,0,6.8,0.49,0.306,6.2,0.934,0.363,6.8,1.057,-1282.6,5,6.76,6.46,6.23,5.8,7.8,4.97,100,8300,92.78,6.2
04/29/2025 05:45:00 AM,12,0,0,0,292,6.44,10.13,7.2,0.52,92.8,-0.8,1.1,0,6.9,0.5,0.306,6.2,0.934,0.363,6.8,1.06,-1256.9,5.1,6.87,6.6,6.38,5.84,7.79,4.96,100,8298,92.78,6.3
04/29/2025 05:50:00 AM,14.8,0,0,0,297,4.45,6.51,6.9,0.518,92.81,-1.9,1.1,0,6.9,0.48,0.306,6.2,0.927,0.363,6.8,1.062,-1255.4,5.1,6.75,6.55,6.29,5.89,7.78,4.97,100,8298,92.79,6.4
04/29/2025 05:55:00 AM,17.6,0,0,0,294,4.89,7.83,7,0.52,92.81,-1.6,1.3,0,7,0.48,0.306,6.3,0.933,0.364,6.8,1.057,-1235.9,5.2,6.72,6.48,6.26,5.89,7.78,4.97,100,8298,92.79,6.4
04/29/2025 06:00:00 AM,19.8,0,0,0,294,5.97,8.41,7.2,0.518,92.81,-2.6,2.2,0,7,0.5,0.306,6.3,0.927,0.363,6.8,1.058,-1217.3,5.2,6.99,6.76,6.54,5.91,7.77,4.96,100,8298,92.8,6.5
04/29/2025 06:05:00 AM,24,0,0,0,295,5.07,7.88,7.1,0.518,92.82,-1.6,1.7,0,7,0.49,0.306,6.4,0.929,0.363,6.7,1.065,-1199.5,5.3,7.09,6.91,6.75,5.96,7.77,4.97,100,8296,92.8,6.6
