Timestamps, W/m2 Solar Radiation, mm Precipitation, Lightning Activity, km Lightning Distance, degrees Wind Direction, m/s Wind Speed, m/s Gust Speed, degree_C Air Temperature, kPa Vapor Pressure, kPa Atmospheric Pressure, degrees X-axis Level, degrees Y-axis Level, mm/h Max Precip Rate, degree_C RH Sensor Temp, kPa VPD, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, degree_C Soil Temperature, degree_C 5 cm Soil Temperature 1, degree_C 10 cm Soil Temperature 2, degree_C 20 cm Soil Temperature 3, degree_C 30 cm Soil Temperature 4, degree_C 50 cm Soil Temperature 5, degree_C 100 cm Soil Temperature 6,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
04/26/2025 12:05:00 PM,171.4,0,0,0,45,2.85,4.79,7.8,0.488,93.56,-0.8,1,0,12.7,0.57,0.298,12.9,0.831,0.358,9.1,1.061,-36542.3,15.4,24.92,21.16,18.51,20.65,19.69,7.72,100,8080,93.52,15
04/26/2025 12:10:00 PM,734.6,0,0,0,44,3.15,5.38,8.4,0.464,93.54,-1.4,0.8,0,12.2,0.64,0.298,12.2,0.848,0.358,9,1.066,-34111.1,14,23.56,19.72,17.75,16.48,13.27,5.2,100,8796,93.5,14.6
04/26/2025 12:15:00 PM,851.6,0,0,0,35,2.87,3.77,8.6,0.46,93.53,-1.8,1.2,0,12.5,0.66,0.298,12.1,0.852,0.358,9,1.07,-32292,15.1,20.47,17.97,18.88,14.56,9.83,4.41,100,8241,93.49,16.9
04/26/2025 12:20:00 PM,906.6,0,0,0,357,2.88,5.1,8.8,0.462,93.53,-1.2,1.4,0,12.9,0.67,0.299,12.3,0.847,0.359,9,1.073,-29167.3,16.5,19.9,19.16,21.95,14.47,8.86,4.28,100,8254,93.52,17.4
04/26/2025 12:25:00 PM,906.6,0,0,0,56,2.82,5.96,8.9,0.468,93.53,-0.6,1.6,0,13.4,0.67,0.298,12.7,0.84,0.359,9,1.076,-24232.3,17.9,21.79,19.8,22.81,15,8.42,4.21,100,8248,93.53,18
04/26/2025 12:30:00 PM,305.8,0,0,0,49,2.54,5.62,8.3,0.454,93.55,-1.2,1.5,0,13,0.64,0.298,12.7,0.838,0.359,9,1.081,-21781.9,18.2,19.44,17.74,20.09,15.48,8.18,4.17,100,8170,93.53,17.5
04/26/2025 12:35:00 PM,770.8,0,0,0,23,2.6,5.48,8.9,0.456,93.54,-1,1.5,0,12.7,0.69,0.298,12.5,0.847,0.359,9,1.088,-22029,16.6,18.56,17.51,20.24,15.26,8.06,4.16,100,8282,93.54,16.8
04/26/2025 12:40:00 PM,723.8,0,0,0,26,2.45,3.93,9.2,0.45,93.54,-0.8,1.4,0,12.9,0.71,0.298,12.6,0.846,0.359,9,1.088,-21776.9,16.4,19.85,18.47,21.91,15.37,7.96,4.16,100,8285,93.54,16.8
04/26/2025 12:45:00 PM,583.2,0,0,0,16,2.26,3.68,9.2,0.44,93.55,-1,1.3,0,13.1,0.73,0.298,12.7,0.846,0.359,9,1.09,-19746.7,16.5,19.89,18.68,22.05,15.69,7.89,4.14,100,8186,93.54,16.8
04/26/2025 12:50:00 PM,885.6,0,0,0,26,2.79,5.16,9.4,0.452,93.54,-0.8,1.9,0,13.5,0.73,0.298,12.7,0.846,0.359,9.1,1.087,-20026.1,16.6,20.68,19.07,22.62,15.88,7.85,4.15,100,8356,93.53,16.6
04/26/2025 12:55:00 PM,830.6,0,0,0,31,3.17,4.82,9.7,0.438,93.54,-0.8,1.6,0,13.6,0.76,0.298,12.8,0.846,0.359,9.1,1.092,-19015,17.3,21.58,19.42,22.79,16.25,7.81,4.14,100,8376,93.53,16.6
04/26/2025 01:00:00 PM,645,0,0,0,9,2.65,5.32,9.2,0.422,93.55,-0.8,1.4,0,13.6,0.74,0.295,12.9,0.852,0.359,9.2,1.094,-17680.5,17.7,20.99,19.98,23.55,16.58,7.79,4.13,100,8393,93.53,16.8
04/26/2025 01:05:00 PM,470.2,0,0,0,347,2.39,4.71,9.2,0.424,93.54,-1.1,1.5,0,13.4,0.74,0.294,13.4,0.831,0.359,9.3,1.059,-17103.9,17.5,19.16,19.07,22.01,16.67,7.77,4.14,100,8233,93.53,16.8
04/26/2025 01:10:00 PM,293.4,0,0,0,6,2.26,3.99,8.9,0.422,93.55,-0.7,1.3,0,12.8,0.72,0.294,13.5,0.835,0.359,9.3,1.089,-16356.7,16.6,16.45,16.32,18.55,16.29,7.76,4.13,100,8234,93.53,16.3
04/26/2025 01:15:00 PM,293.8,0,0,0,10,3.23,4.78,8.5,0.418,93.56,-0.7,1.5,0,12.2,0.69,0.294,13.1,0.846,0.359,9.3,1.087,-16024.9,15.4,14.85,14.47,16.15,15.61,7.73,4.13,100,8371,93.54,15.6
04/26/2025 01:20:00 PM,921.8,0,0,0,17,2.8,5.23,9.8,0.434,93.55,-1.1,1,0,12.3,0.78,0.294,13.2,0.843,0.359,9.3,1.082,-16737.7,15.3,18,16.41,18.78,15.09,7.73,4.13,100,8456,93.54,15.3
04/26/2025 01:25:00 PM,338.8,0,0,0,339,2.41,3.47,9.1,0.41,93.57,-1,1.5,0,12.5,0.74,0.294,14.2,0.819,0.359,9.4,1.059,-15135.5,16.4,17.45,17.69,19.96,15.37,7.73,4.14,100,8251,93.55,15.7
04/26/2025 01:30:00 PM,422.4,0,0,0,22,3.15,5.18,8.7,0.398,93.57,-0.4,1.6,0,12.2,0.73,0.294,14.1,0.83,0.359,9.4,1.059,-14784.1,15.8,15.95,15.73,17.39,15.28,7.72,4.14,100,8266,93.55,15.3
04/26/2025 01:35:00 PM,311,0,0,0,24,3.1,4.13,8.7,0.388,93.57,-1.5,0.9,0,11.8,0.73,0.296,13.9,0.835,0.359,9.4,1.096,-14174.1,15,15.37,14.84,16.2,14.96,7.71,4.14,100,8257,93.55,14.8
04/26/2025 01:40:00 PM,341.2,0,0,0,350,2.19,3.7,8.6,0.394,93.57,-0.8,1.6,0,11.5,0.73,0.296,13.6,0.846,0.359,9.4,1.106,-14397.8,13.9,14.15,14.44,15.77,14.59,7.71,4.14,100,8263,93.56,14.5
04/26/2025 01:45:00 PM,304.2,0,0,0,36,1.98,4.31,8.7,0.4,93.58,-1.1,1.5,0,11.4,0.72,0.297,13.4,0.851,0.36,9.5,1.099,-13816.4,13.2,14.39,14.12,15.47,14.3,7.72,4.14,100,8261,93.56,14.2
04/26/2025 01:50:00 PM,240.6,0,0,0,23,3,5.54,8.5,0.41,93.58,-1,1.7,0,11.2,0.7,0.296,13.2,0.855,0.359,9.5,1.105,-13648.8,12.8,13.69,13.25,14.47,14.07,7.72,4.14,100,8247,93.56,13.8
04/26/2025 01:55:00 PM,232,0,0,0,14,2.6,4.16,8.4,0.396,93.58,-1.4,1.7,0,10.8,0.71,0.296,12.9,0.863,0.359,9.5,1.102,-13573.6,12.5,12.93,12.72,13.85,13.75,7.71,4.14,100,8254,93.57,13.3
04/26/2025 02:00:00 PM,278.8,0,0,0,19,2.55,4.23,8.4,0.402,93.59,-1.2,2.1,0,10.7,0.7,0.296,12.6,0.867,0.359,9.5,1.105,-13896.2,12.2,12.95,12.74,13.73,13.43,7.71,4.13,100,8267,93.57,13
04/26/2025 02:05:00 PM,320,0,0,0,27,2.63,3.87,8.4,0.404,93.58,-1.1,1.2,0,10.5,0.7,0.296,12.6,0.867,0.359,9.5,1.107,-13347.4,12,13.4,12.91,13.92,13.24,7.72,4.14,100,8289,93.57,12.8
04/26/2025 02:10:00 PM,387.4,0,0,0,16,2.82,4.32,8.4,0.418,93.58,-1.3,1.2,0,10.6,0.68,0.299,12.7,0.867,0.359,9.5,1.105,-13835.5,11.9,14.4,13.68,14.85,13.17,7.73,4.15,100,8317,93.57,12.7
04/26/2025 02:15:00 PM,266.2,0,0,0,8,2.74,4.3,8.1,0.422,93.58,-1.3,1.8,0,10.6,0.65,0.299,12.5,0.873,0.36,9.6,1.106,-14021.5,11.9,14.03,13.67,15,13.26,7.73,4.15,100,8282,93.57,12.6
04/26/2025 02:20:00 PM,213.4,0,0,0,333,2.34,5.39,8,0.42,93.58,-0.9,1.4,0,10.4,0.65,0.298,12.3,0.882,0.36,9.6,1.106,-13845.1,11.8,12.92,12.94,14.11,13.17,7.73,4.14,100,8284,93.57,12.3
04/26/2025 02:25:00 PM,241.4,0,0,0,16,2.2,3.97,8.3,0.424,93.58,-1.5,1.3,0,10.2,0.67,0.298,12,0.888,0.359,9.6,1.079,-14315.1,11.6,13.23,12.69,13.79,12.97,7.73,4.14,100,8301,93.57,12
04/26/2025 02:30:00 PM,298.6,0,0,0,26,2.43,3.73,8.4,0.428,93.58,-1.5,1.5,0,10.2,0.68,0.298,12,0.883,0.36,9.6,1.093,-14092.7,11.5,13.64,12.79,13.71,12.8,7.76,4.14,100,8320,93.57,11.9
04/26/2025 02:35:00 PM,350.2,0,0,0,345,2.52,3.91,8.3,0.442,93.58,-1.4,1.7,0,10.3,0.65,0.298,12.3,0.876,0.36,9.6,1.106,-14414.4,11.4,13.57,13.24,14.28,12.73,7.77,4.15,100,8349,93.57,12
04/26/2025 02:40:00 PM,362.6,0,0,0,4,4.46,9.81,8.5,0.442,93.58,-1.5,1.3,0,10.5,0.67,0.298,12.6,0.873,0.359,9.6,1.104,-14272.4,11.4,13.62,13.21,14.27,12.75,7.77,4.15,100,8334,93.57,12.1
04/26/2025 02:45:00 PM,339.2,0,0,0,20,2.69,4.38,8.7,0.442,93.59,-1.2,0.9,0,10.5,0.68,0.298,12.8,0.868,0.359,9.6,1.107,-14621.6,11.4,13.95,13.27,14.42,12.74,7.78,4.16,100,8339,93.58,12.1
04/26/2025 02:50:00 PM,371.2,0,0,0,2,2.64,4.03,8.7,0.452,93.59,-1,1.3,0,10.7,0.67,0.298,12.9,0.861,0.359,9.6,1.104,-14138.2,11.5,14.21,13.9,15.08,12.8,7.8,4.16,100,8343,93.58,12.2
04/26/2025 02:55:00 PM,374.2,0,0,0,6,2.91,4.01,8.3,0.452,93.59,-1.2,0.5,0,10.7,0.64,0.309,13.1,0.902,0.36,9.6,1.108,-14047.4,11.5,14.25,13.82,15.18,12.89,7.8,4.16,100,8364,93.58,12.3
04/26/2025 03:00:00 PM,415.4,0,0,0,356,2.23,3.28,8.7,0.456,93.59,-1.1,1.4,0,10.8,0.67,0.311,13.2,0.902,0.361,9.6,1.116,-13458.5,11.6,14.68,14.48,16,12.99,7.82,4.16,100,8370,93.57,12.4
04/26/2025 03:05:00 PM,405.4,0,0,0,20,2.4,3.7,8.4,0.454,93.59,-1.4,1.5,0,11,0.65,0.311,13.4,0.903,0.361,9.6,1.121,-12962.7,11.7,15.11,14.34,15.98,13.14,7.83,4.16,100,8381,93.57,12.5
04/26/2025 03:10:00 PM,779,0,0,0,11,2.87,4.86,9.3,0.448,93.57,-1.2,1.3,0,11.3,0.72,0.311,13.8,0.893,0.361,9.6,1.095,-12656,11.8,17.73,15.65,17.54,13.33,7.84,4.16,100,8764,93.57,12.8
04/26/2025 03:15:00 PM,801.2,0,0,0,11,2.85,4.34,9.8,0.442,93.57,-1,1.9,0,12,0.77,0.311,15.1,0.862,0.361,9.7,1.077,-12178.5,12.1,20.99,18.05,20.52,13.91,7.85,4.17,100,8311,93.4,15.9
04/26/2025 03:15:00 PM,754,0,0,0,19,5.01,5,9.5,0.45,93.57,-1.8,2.2,0,12.3,0.74,0.31,15.6,0.856,0.36,9.7,1.081,-12396.4,12.3,21.69,18.27,20.63,14.27,7.84,4.14,100,8612,93.54,16.8
04/26/2025 03:20:00 PM,709.8,0,0,0,29,3.07,3.53,9.7,0.45,93.57,-0.9,1.4,0,12.4,0.75,0.31,15.6,0.861,0.361,9.7,1.077,-11901.3,12.5,21.45,18.46,20.4,14.66,7.86,4.16,100,8998,93.37,17.7
04/26/2025 03:25:00 PM,545,0,0,0,35,2.47,4.39,9.4,0.446,93.58,-1.3,1.3,0,12.5,0.73,0.311,15,0.883,0.361,9.8,1.076,-12209.4,12.7,21.19,18.31,20.08,15.04,7.87,4.16,100,8874,93.42,18.3
04/26/2025 03:30:00 PM,516.8,0,0,0,23,2.89,5.28,9.6,0.46,93.58,-1,1.6,0,12.7,0.74,0.31,14.3,0.901,0.361,9.8,1.094,-11794.9,12.4,20.67,18.12,19.87,15.21,7.87,4.16,100,8800,93.43,18.5
04/26/2025 03:35:00 PM,241.6,0,0,0,43,2.07,3.13,9.3,0.446,93.59,-0.9,1.6,0,12.4,0.72,0.31,13.7,0.92,0.361,9.8,1.117,-12305.4,12.1,17.86,16.43,17.95,15.19,7.91,4.16,100,8404,93.53,16.9
04/26/2025 03:40:00 PM,448.2,0,0,0,57,2.42,5.32,9,0.434,93.58,-0.9,1.5,0,12,0.71,0.31,13.2,0.931,0.361,9.8,1.12,-11898.6,11.8,16.72,14.51,15.5,14.77,7.91,4.17,100,8513,93.44,15.6
04/26/2025 03:45:00 PM,754.8,0,0,0,24,2.6,4.29,10.1,0.442,93.57,-1.1,1.3,0,12.3,0.8,0.31,12.8,0.939,0.361,9.9,1.117,-12229.1,11.6,21.11,17.28,18.77,14.53,7.92,4.17,100,8495,93.36,18.5
04/26/2025 03:50:00 PM,734.2,0,0,0,22,3.04,5.06,10.2,0.444,93.57,-0.5,1.8,0,12.7,0.8,0.311,12.5,0.948,0.361,9.9,1.122,-11822.1,11.5,22.7,19,20.95,14.99,7.92,4.17,100,8458,93.38,19.4
04/26/2025 03:55:00 PM,536.6,0,0,0,31,2.64,4.04,9.8,0.442,93.58,-1.4,1.4,0,12.9,0.77,0.311,12.3,0.949,0.361,10,1.121,-11587.7,11.6,22.51,19.02,20.91,15.45,7.94,4.16,100,8403,93.45,19
04/26/2025 04:00:00 PM,381.4,0,0,0,12,1.71,2.55,9,0.428,93.59,-1.3,1.9,0,12.6,0.72,0.31,12.2,0.952,0.361,10,1.121,-11357.8,11.5,18.97,17.67,19.57,15.58,7.94,4.18,100,8501,93.48,17.4
04/26/2025 04:05:00 PM,564.8,0,0,0,51,1.77,2.99,9.5,0.432,93.58,-1.1,1.3,0,12.6,0.76,0.311,12,0.953,0.361,10,1.074,-11590.3,11.4,21.23,17.7,18.96,15.4,7.95,4.17,100,8485,93.43,18.1
04/26/2025 04:10:00 PM,493.6,0,0,0,50,1.4,2.3,10.2,0.434,93.58,-1,1.4,0,12.8,0.81,0.311,11.8,0.947,0.361,10.1,1.075,-11336.9,11.5,22.99,19.57,20.88,15.48,7.97,4.18,100,8450,93.45,19.2
04/26/2025 04:15:00 PM,339.2,0,0,0,64,2.79,5.79,9.4,0.422,93.59,-0.8,1.5,0,12.9,0.76,0.311,11.7,0.96,0.361,10.1,1.073,-11028,11.6,21.45,18.57,19.27,15.63,7.97,4.18,100,8399,93.48,18
04/26/2025 04:20:00 PM,138.2,0,0,0,26,3.14,4.03,8.7,0.41,93.59,-0.9,2.6,0,12.3,0.71,0.311,11.6,0.954,0.361,10.1,1.08,-10725,11.6,16.15,15.09,16.32,15.38,7.99,4.18,100,8381,93.55,14.3
04/26/2025 04:25:00 PM,322.8,0,0,0,53,1.7,3.6,9,0.402,93.6,-1.1,1.6,0,11.8,0.75,0.311,11.4,0.964,0.36,10.1,1.076,-10841.7,11.4,15.66,13.98,14.72,14.73,8.01,4.19,100,8415,93.52,13.6
04/26/2025 04:30:00 PM,240.2,0,0,0,66,1.7,3.39,8.9,0.398,93.59,-1.2,1.4,0,11.5,0.74,0.311,11.2,0.962,0.361,10.1,1.081,-10678.1,11.2,16.2,14.64,15.21,14.31,8.01,4.19,100,8545,93.53,14.3
04/26/2025 04:35:00 PM,575,0,0,0,34,2.17,3.57,10.1,0.412,93.58,-1.1,1.2,0,11.8,0.82,0.311,11.1,0.964,0.361,10.1,1.083,-10444.7,11.2,19.42,16.13,16.84,14.16,8.02,4.17,100,8560,93.53,15.2
04/26/2025 04:40:00 PM,574.8,0,0,0,6,2.1,4.13,10.2,0.41,93.58,-1.1,1.5,0,12.2,0.83,0.311,11.1,0.963,0.361,10.1,1.081,-9990.7,11.4,21.47,18.37,19.61,14.37,8.04,4.18,100,8533,93.57,15.3
04/26/2025 04:45:00 PM,330.2,0,0,0,22,1.74,3.02,9.9,0.4,93.59,-1.2,1.2,0,12.5,0.82,0.311,11.1,0.965,0.36,10.1,1.079,-9849.1,11.8,20.48,18.53,19.94,14.74,8.04,4.18,100,8456,93.57,15.4
04/26/2025 04:50:00 PM,278.8,0,0,0,41,2.11,5.64,9.5,0.408,93.6,-1,1.5,0,12.4,0.78,0.311,11,0.971,0.36,10.1,1.081,-9871.8,12,17.73,16.33,17.71,14.81,8.07,4.18,100,8449,93.58,15
04/26/2025 04:55:00 PM,253,0,0,0,71,1.48,3.62,9.4,0.41,93.6,-1.2,1.7,0,12.2,0.77,0.311,11,0.969,0.36,10.1,1.083,-9754.3,12,15.85,14.99,15.83,14.54,8.08,4.18,100,8453,93.58,14.6
04/26/2025 05:00:00 PM,213.6,0,0,0,104,2.06,5.74,9.2,0.41,93.6,-1.2,1.6,0,11.9,0.75,0.311,11,0.967,0.36,10.1,1.083,-9700.5,11.9,15.06,14.25,14.65,14.23,8.08,4.19,100,8431,93.58,14.1
04/26/2025 05:05:00 PM,181.8,0,0,0,84,1.15,2.88,9.3,0.412,93.6,-1.2,1.5,0,11.6,0.76,0.311,11,0.969,0.36,10.1,1.086,-9455.7,11.8,14.46,13.63,14.07,13.92,8.1,4.19,100,8434,93.58,13.7
04/26/2025 05:10:00 PM,183.8,0,0,0,70,2.03,3.34,9.1,0.402,93.6,-1.3,1.4,0,11.3,0.75,0.311,10.9,0.972,0.361,10.1,1.081,-9700.5,11.6,14.17,12.97,13.31,13.62,8.11,4.19,100,8472,93.58,13.2
04/26/2025 05:15:00 PM,229.4,0,0,0,72,1.66,2.7,9.2,0.402,93.6,-1.2,1.6,0,11.1,0.76,0.311,10.8,0.972,0.36,10.1,1.081,-9713.9,11.4,14.92,13.25,13.44,13.38,8.12,4.19,100,8432,93.58,12.9
04/26/2025 05:20:00 PM,194.4,0,0,0,77,1.55,4.1,9.2,0.398,93.6,-1.2,1.4,0,10.9,0.76,0.311,10.7,0.975,0.36,10.1,1.078,-9901.4,11.3,14.64,13.37,13.51,13.17,8.13,4.19,100,8426,93.58,12.7
04/26/2025 05:25:00 PM,177.6,0,0,0,52,1.9,3.26,8.9,0.392,93.6,-1.4,1.5,0,10.8,0.75,0.311,10.6,0.975,0.36,10.1,1.081,-10101.7,11.2,13.89,12.73,13.06,13,8.14,4.19,100,8459,93.58,12.4
04/26/2025 05:30:00 PM,110,0,0,0,61,1.83,4.5,8.8,0.39,93.6,-1.1,1.6,0,10.5,0.74,0.311,10.5,0.976,0.36,10.1,1.083,-9905.9,11.1,12.92,12.02,12.23,12.77,8.15,4.19,100,8393,93.58,12.1
04/26/2025 05:35:00 PM,133.4,0,0,0,65,1.88,3.19,8.6,0.388,93.61,-1.4,1.6,0,10.2,0.73,0.311,10.4,0.976,0.36,10.1,1.081,-9649.3,10.9,11.94,11.12,11.23,12.46,8.17,4.19,100,8420,93.59,11.6
04/26/2025 05:40:00 PM,149.8,0,0,0,85,1.22,3.22,8.6,0.382,93.61,-1.4,1.5,0,10,0.74,0.311,10.3,0.979,0.36,10,1.086,-9840,10.7,12.13,11.39,11.34,12.15,8.18,4.19,100,8417,93.59,11.3
04/26/2025 05:45:00 PM,192.4,0,0,0,68,1.39,2.49,8.5,0.384,93.61,-1.3,1.4,0,9.8,0.73,0.311,10.2,0.981,0.36,10,1.076,-10011.4,10.6,12.59,11.61,11.69,12.01,8.19,4.19,100,8435,93.59,11.1
04/26/2025 05:50:00 PM,183,0,0,0,86,1.42,2.66,8.8,0.39,93.6,-1.4,1.3,0,9.8,0.74,0.311,10.2,0.979,0.36,10,1.076,-9676,10.6,13.04,12.14,12.1,11.97,8.21,4.21,100,8438,93.59,11
04/26/2025 05:55:00 PM,169.6,0,0,0,82,1.97,3.9,8.8,0.392,93.61,-1.3,1.6,0,9.9,0.74,0.311,10.2,0.977,0.36,10,1.079,-9743.1,10.5,12.94,12.2,12.21,11.95,8.2,4.2,100,8440,93.59,10.9
04/26/2025 06:00:00 PM,173.2,0,0,0,46,2.15,3.79,8.9,0.388,93.61,-1.4,1.3,0,9.9,0.75,0.311,10.2,0.977,0.36,10,1.086,-9752,10.5,12.58,11.82,12.12,11.93,8.24,4.2,100,8434,93.59,10.9
04/26/2025 06:05:00 PM,165.8,0,0,0,42,2.48,3.82,8.7,0.39,93.61,-1.2,1.6,0,9.8,0.74,0.311,10.2,0.977,0.361,10,1.083,-9554.2,10.5,12.09,11.42,11.82,11.84,8.24,4.21,100,8434,93.59,10.8
04/26/2025 06:10:00 PM,165.2,0,0,0,51,1.98,3.12,8.8,0.384,93.61,-1.2,1.4,0,9.7,0.75,0.311,10.1,0.977,0.36,10,1.077,-9709.5,10.5,11.99,11.36,11.69,11.74,8.26,4.21,100,8431,93.59,10.7
04/26/2025 06:15:00 PM,151.4,0,0,0,51,2.12,3.59,8.7,0.386,93.61,-0.8,1.6,0,9.8,0.74,0.311,10.1,0.979,0.361,9.9,1.081,-9438.3,10.4,12.05,11.34,11.65,11.68,8.27,4.22,100,8438,93.6,10.6
04/26/2025 06:20:00 PM,218.4,0,0,0,80,1.64,3.53,8.8,0.39,93.62,-1.3,1.4,0,9.8,0.74,0.311,10.1,0.973,0.361,9.9,1.082,-9397.1,10.4,13.34,11.96,11.82,11.6,8.28,4.22,100,8484,93.6,10.5
04/26/2025 06:25:00 PM,255.8,0,0,0,57,2.58,5.17,8.8,0.392,93.62,-0.9,1.8,0,10,0.74,0.311,10.1,0.973,0.36,9.9,1.077,-9111.6,10.4,15.16,13.16,12.97,11.67,8.28,4.21,100,8496,93.6,10.6
04/26/2025 06:30:00 PM,273,0,0,0,71,1.65,2.54,9.2,0.394,93.61,-1.3,1.2,0,10.3,0.77,0.311,10.1,0.97,0.361,9.9,1.082,-9032.2,10.4,17.13,14.49,14.07,11.82,8.31,4.23,100,8511,93.6,10.8
04/26/2025 06:35:00 PM,179.6,0,0,0,49,2.2,3.41,9.1,0.394,93.61,-1.1,1.7,0,10.4,0.76,0.311,10.1,0.975,0.361,9.9,1.079,-8851.1,10.6,16.52,14.4,14.44,12.03,8.31,4.23,100,8446,93.6,11
04/26/2025 06:40:00 PM,206.6,0,0,0,46,2.53,5.42,9,0.392,93.62,-1.1,1.2,0,10.5,0.76,0.311,10,0.975,0.361,9.9,1.077,-8767.9,10.6,16.26,14,13.93,12.04,8.32,4.25,100,8439,93.6,11
04/26/2025 06:45:00 PM,155.6,0,0,0,55,2.4,4.25,8.7,0.38,93.63,-1.4,1.1,0,10.3,0.74,0.311,10,0.975,0.361,9.9,1.079,-8871.5,10.5,14.52,12.82,12.84,11.98,8.33,4.25,100,8427,93.61,10.9
04/26/2025 06:50:00 PM,203.8,0,0,0,70,2.41,5.79,8.7,0.38,93.63,-1.1,1.4,0,10.2,0.75,0.311,9.9,0.971,0.361,9.8,1.079,-8790.1,10.4,15.76,13.27,12.77,11.8,8.34,4.22,100,8463,93.62,10.7
04/26/2025 06:55:00 PM,163.2,0,0,0,59,2.14,4.67,8.6,0.386,93.65,-1.1,1.5,0,10.1,0.73,0.311,9.8,0.974,0.36,9.8,1.075,-8816.5,10.3,14.93,13,12.66,11.71,8.35,4.25,100,8467,93.63,10.6
04/26/2025 07:00:00 PM,156.8,0,0,0,70,2.1,5.34,8.6,0.39,93.65,-1.2,1.7,0,10,0.73,0.311,9.8,0.979,0.361,9.8,1.077,-8778,10.3,15.38,13.42,12.93,11.61,8.36,4.24,100,8406,93.64,10.6
04/26/2025 07:05:00 PM,81.6,0,0,0,62,1.62,3.35,8.3,0.39,93.66,-1.3,1.4,0,9.8,0.7,0.311,9.7,0.979,0.361,9.8,1.072,-9149.5,10.2,12.47,11.74,11.71,11.51,8.37,4.25,100,8390,93.64,10.4
04/26/2025 07:10:00 PM,75.6,0,0,0,57,1.85,3.36,8,0.39,93.67,-1.2,1.7,0,9.5,0.69,0.311,9.6,0.979,0.361,9.8,1.074,-9162.1,10,10.74,10.31,10.35,11.2,8.38,4.24,100,8382,93.65,10.1
04/26/2025 07:15:00 PM,75.2,0,0,0,60,2.08,5.84,7.9,0.39,93.67,-1.2,1.3,0,9.2,0.68,0.311,9.6,0.983,0.361,9.8,1.077,-8687.5,9.9,9.98,9.46,9.47,10.91,8.41,4.24,100,8378,93.65,9.7
04/26/2025 07:20:00 PM,70,0,0,0,64,2.34,5.56,7.8,0.384,93.68,-0.9,1.7,0,8.8,0.67,0.311,9.5,0.986,0.361,9.7,1.072,-8749.7,9.7,9.4,8.95,8.96,10.67,8.41,4.23,100,8354,93.65,9.4
04/26/2025 07:25:00 PM,78.6,0,0,0,62,2.16,4.02,7.7,0.386,93.67,-1.6,1,0,8.5,0.66,0.311,9.4,0.989,0.361,9.7,1.077,-8849,9.6,9.6,8.85,8.65,10.47,8.43,4.26,100,8368,93.65,9.1
04/26/2025 07:30:00 PM,43.6,0,0,0,67,2.16,3.57,7.5,0.388,93.68,-1.3,1.4,0,8.3,0.65,0.311,9.3,0.989,0.361,9.7,1.077,-8499.5,9.4,9.13,8.6,8.49,10.29,8.44,4.25,100,8346,93.66,8.8
04/26/2025 07:35:00 PM,34.8,0,0,0,57,2.29,4.47,7.2,0.382,93.68,-1.4,1.3,0,8,0.63,0.311,9.2,0.992,0.361,9.7,1.077,-8402.2,9.3,7.96,7.69,7.65,10.07,8.45,4.25,100,8339,93.66,8.4
04/26/2025 07:40:00 PM,31.6,0,0,0,63,1.9,2.49,6.9,0.386,93.68,-1.5,1.6,0,7.7,0.61,0.311,9.1,0.993,0.361,9.6,1.082,-8845,9.1,7.28,7.04,6.96,9.79,8.47,4.24,100,8336,93.66,8.1
04/26/2025 07:45:00 PM,31.2,0,0,0,54,2.29,4.07,6.9,0.386,93.68,-1.3,1.6,0,7.3,0.61,0.311,8.9,0.993,0.361,9.6,1.08,-8683.5,8.9,6.95,6.7,6.54,9.56,8.47,4.25,100,8334,93.67,7.7
04/26/2025 07:50:00 PM,27.4,0,0,0,57,1.98,3.65,6.6,0.388,93.69,-1.2,1.8,0,7.1,0.59,0.312,8.8,0.993,0.361,9.6,1.078,-8406.1,8.7,6.59,6.35,6.19,9.31,8.47,4.26,100,8332,93.67,7.4
04/26/2025 07:55:00 PM,29.6,0,0,0,52,2.4,3.18,6.4,0.386,93.7,-1.6,1.6,0,6.8,0.58,0.312,8.7,0.998,0.361,9.5,1.08,-8507.4,8.6,6.47,6.17,5.98,9.13,8.49,4.24,100,8330,93.68,7
04/26/2025 08:00:00 PM,21,0,0,0,56,2.32,3.62,6.4,0.39,93.7,-1.4,1.4,0,6.6,0.57,0.312,8.6,1.004,0.361,9.5,1.082,-7983.5,8.4,6.09,5.88,5.72,8.94,8.49,4.26,100,8329,93.68,6.8
04/26/2025 08:05:00 PM,18,0,0,0,52,2.3,3.47,6.3,0.38,93.7,-1.6,1.4,0,6.4,0.57,0.312,8.5,0.999,0.361,9.4,1.08,-8001.9,8.3,5.79,5.65,5.42,8.75,8.49,4.26,100,8326,93.68,6.5
04/26/2025 08:10:00 PM,16.6,0,0,0,58,2.06,2.89,6,0.38,93.71,-1.2,1.8,0,6.2,0.56,0.312,8.4,1.004,0.361,9.4,1.076,-8169.5,8.1,5.43,5.31,5.06,8.59,8.5,4.26,100,8323,93.69,6.2
04/26/2025 08:15:00 PM,13.8,0,0,0,65,1.89,3.38,5.8,0.38,93.71,-1.6,1.5,0,6,0.54,0.312,8.2,1.009,0.361,9.4,1.073,-7895.8,8,5.03,4.91,4.67,8.42,8.5,4.26,100,8321,93.69,5.9
